老师编号,老师工号,老师姓名,常带课程,可带课程
3927,T2927,谭琬咏,口腔内科学,口腔修复学；材料的物理性能；智能材料
3928,T2928,容远泓,劳动与社会保障,乐理基础；概率论；宪法
3929,T2929,汲莺竹,地质学B1,有机化学；西方哲学史；教育通论
3930,T2930,俞雁瑞,传播学,大学体育；建筑与城市摄影；生物化学
3931,T2931,乜群彪,中药学,生物学基础；内科护理学；伦理学
3932,T2932,庄霄娜,实变与泛函,大学物理B2；常微分方程；纤维材料化学
3933,T2933,应儒策,马克思主义哲学,毛泽东思想
3934,T2934,俞胜群,对待贸易概论,岩土力学；建筑史工业；概率论
3935,T2935,乔霄莉,毛泽东思想,马克思主义哲学
3936,T2936,厍彬宪,航空航天概论,环境控制；航空仪表
3937,T2937,崔德会,电机维修,建筑史工业；普通心理学；中外城市建筑史
3938,T2938,华学晨,新闻传播三大类,大学生物B；中国断代史；数控加工技术
3939,T2939,屠玉嘉,营销学,人体解剖学；商务英语
3940,T2940,缪语彬,幼儿保健学,离散数学；电力电子技术；农学A
3941,T2941,冷莎荷,哲学概论,马克思主义哲学原理
3942,T2942,宗宏洋,对外贸易概论,高等数学B；材料科学基础
3943,T2943,樊洁咏,教学论,人口经济学；测量与遥感
3944,T2944,聂固瑜,人体解剖学,组织胚胎学；细胞生物学
3945,T2945,浦龙营,幼儿心理学,数控加工技术；地质学；中国语言文学
3946,T2946,戎勤芬,宏观经济学,微观经济学；人口经济学
3947,T2947,姚雄宏,塑性力学,弹性力学；纳米材料的结；纳米材料的基本概念
3948,T2948,司慧惠,测试技术,机械设计基础；电工与电子技术基础理论
3949,T2949,奚昭瀚,国际法,国际私法；国际政治；基本物理效应
3950,T2950,羊梅馥,纺织导论,计算机原理及应用；电路原理；纺织厂空气调节
3951,T2951,宋旭月,混凝土结构,工程制图；钢结构；基本物理效应
3952,T2952,娄琦荔,岩土力学,操作系统；建筑师业务基础；西方哲学史
3953,T2953,樊等青,国际私法,物理实验；中国断代史；国际贸易务实
3954,T2954,古茗婷,教育论,教育心理学；教育学概论；教育心理学
3955,T2955,谈誉晟,隐身技术,会计学A；天气学
3956,T2956,司炎辉,史学导论；考古学通论,历史地理学；纳米材料的结；纳米材料的基本概念
3957,T2957,侯平金,生理学A,口腔内科学；地质学C；环境控制
3958,T2958,祁黛婕,国际营销学,国际政治；电路理论；基本物理效应
3959,T2959,广亭起,塑性力学,断裂力学；流体力学；物理学
3960,T2960,傅亭浩,生物化学与分子生物学,人体解剖学；计算机绘图；普通化学B
3961,T2961,逄皓友,电路理论,计算机技术；电磁场理论；基本物理效应
3962,T2962,宁善军,电力电子技术,电气控制与PLC技术；运动控制
3963,T2963,严泽帅,形式与政策,蜂学；地球物理大地测量学；妇产科护理学
3964,T2964,赖育香,构造地质学,地球物理及勘探方法；弹性力学；构造地质学；
3965,T2965,庾萍寒,分析力学,国学经典；物理学；生理学B1
3966,T2966,糜臻波,运动控制,矿床学；飞机维修
3967,T2967,黄悦竹,编译技术,数据结构；操作系统；数字信号处理
3968,T2968,衡德功,断裂力学,电力电子技术；治安系；空间测理论与技术
3969,T2969,程平生,空间测理论与技术,劳动与社会保障；公共事业管理
3970,T2970,李欣荣,会计学C,世界经济学；宏观经济学
3971,T2971,戎保金,临床药学,教育论；罐头食品加工与软饮料工艺学；中国教育史
3972,T2972,廉东力,刺灸学,经络学；推拿临床治疗学
3973,T2973,水迅春,大学物理B1；大学物理B2；大学物理C,面向对象程序设计；基本物理效应
3974,T2974,景珍贞,中国工艺美术史,外国工艺美术史；纳米材料的结；纳米材料的基本概念
3975,T2975,双奎辰,人体解剖学C,反应堆工程原理；行政法与行政诉讼法；会计学A
3976,T2976,凤瑞言,数字信号处理,机械制图B；外国艺术设计史
3977,T2977,司等娣,中国诗词欣赏,自动控制理论；行政管理；面向对象程序设计
3978,T2978,宫中万,艺术设计概论,艺术设计学；中国艺术设计史；外国艺术设计史
3979,T2979,逄瑞影,食品营养与卫生,乐理学B2；电路原理；乐理学B2
3980,T2980,卫天源,地质学B2,教育论；建筑史工业；外贸英语A
3981,T2981,通柔眉,宏观经济学,微观经济学；人口经济学
3982,T2982,卢瑶琦,反应堆工程原理,纺织导论；中国古代史
3983,T2983,欧荷凝,飞机维修,马克思主义哲学；编译技术；刑事诉讼法
3984,T2984,陶薇茜,大学英语,商务英语；纳电子器件的基本原理和微加工技术；传热学
3985,T2985,宁怡君,自动控制理论,中国教育史；环境控制；乐理学A1
3986,T2986,韶昭皓,中国近代史；中国古代史,国学经典；形势与政策
3987,T2987,房爽晶,声乐,舞蹈；幼儿心理学；儿童文学
3988,T2988,祁菲珍,大学体育,跆拳道；游泳
3989,T2989,麻芝可,艺术考古学,自动控制理论；乐理学B2
3990,T2990,裘和岩,建筑材料,大学生物B；生理学B2；交通运输法规
3991,T2991,璩函民,生态建筑概论,中医学基础A；常微分方程；劳动与社会保障
3992,T2992,姜薇雪,财政学,全球动力力学；中国工艺美术史
3993,T2993,宗融朗,岩土力学,国际商务案例；现代控制理论；热工
3994,T2994,于裕河,中外城市建筑史,知识产权法；生物化学与分子生物学；国际金融
3995,T2995,花会钢,断裂力学,纳电子器件的基本原理和微加工技术；传热学；物理学
3996,T2996,慕融斌,有机化学A,生物力学；生物力学
3997,T2997,顾荣华,计算机网络系统,反应堆工程原理；传播学；世界通史
3998,T2998,燕霭眉,机械制图B,大地测量学基础；刑事诉讼法；地球化学
3999,T2999,胥亿富,电力电子技术,线性代数；军事海洋学；塑性力学
4000,T3000,幸耀蕾,生物学基础,农牧业生产基础；纳电子器件的基本原理和微加工技术；传热学
4001,T3001,蒙谦胜,中国语言文学,中国近代史；中国古代史；中国诗词欣赏
4002,T3002,辛羽卿,人体解剖学C,建筑与城市摄影；图像识别；反应堆工程原理
4003,T3003,费淑贞,纺织化学,纤维材料学；纳电子器件的基本原理和微加工技术；传热学
4004,T3004,隗玲芳,数据结构,操作系统；编译技术；数字信号处理
4005,T3005,屈雁倩,中国法制史,计算机网络系统；国际营销学
4006,T3006,方秋娟,数理统计,工程力学A1；机械制图；电工基础
4007,T3007,常霞萍,教学论,生物化学；线性代数；伦理学
4008,T3008,居蕊枫,钢结构,工程制图；混凝土结构；工程结构
4009,T3009,宓蕊爱,大学物理B1；大学物理B2；大学物理C,面向对象程序设计；机械制图；电工基础
4010,T3010,桑凝春,测量与遥感,电力紫铜自动化装置；西方史学史
4011,T3011,乔姣芝,推拿临床治疗学,生物海洋学；工程力学B；普通化学A
4012,T3012,贾为献,大学物理B1；大学物理B2；大学物理C,面向对象程序设计；机械制图；电工基础
4013,T3013,晏绍岚,混凝土结构,工程制图；钢结构
4014,T3014,柯富韵,园艺,植物保护；植物科学与技术
4015,T3015,酆仪可,国际贸易务实,国际贸易运输与保险；外贸制单与结汇
4016,T3016,苏佳莲,理论力学,断裂力学；大学物理B2；学前卫生学
4017,T3017,梁菲冰,西方史学史,中国断代史；古代汉语
4018,T3018,阎曦言,纺纱学,纺织品设计学；生物力学
4019,T3019,师中全,地质学A；地质学B1;地质学B2；地质学C,岩石学；矿床学
4020,T3020,邴平旭,普通心理学,大气探测学；海洋地质学；劳动与社会保障
4021,T3021,瞿红美,电机维修,电工电子技术；数控加工技术；图像识别
4022,T3022,蒲洁贤,纺纱学,程序设计基础；劳动与社会保障；构造地质学
4023,T3023,臧旭伦,人口经济学,结晶矿物学；国际私法；植物营养学
4024,T3024,赖向晟,儿童文学,智能材料；机械制图；电工基础
4025,T3025,费鹏金,中医古典医籍,海洋地质学；人口经济学
4026,T3026,闻浩辰,结晶矿物学,弹性力学；构造地质学；地球物理及勘探方法
4027,T3027,凤露露,电路原理,电子技术基础；计算机原理及应用；电力电子技术
4028,T3028,胡浩晔,材料科学基础,现代医学基础；实践性教学环节；宏观经济学
4029,T3029,沙洁青,电机维修,民法；营销学；生物力学
4030,T3030,韦坤以,分析力学,流体力学；机械基础；电缆化学
4031,T3031,别启隆,史学导论；考古学通论,历史地理学；机械基础；电缆化学
4032,T3032,鄂思莉,建筑师业务基础,可持续建筑；机械基础；电缆化学
4033,T3033,经娣红,工程结构,新闻传播三大类；德育原理；幼儿心理学
4034,T3034,黄莎蓓,中国教育史,科学技术哲学；地球物理大地测量学；热工
4035,T3035,窦纨翠,WTO规则,农学B；机械制图A；建筑设计B1
4036,T3036,茅云素,工程结构,国学经典；工程结构；生物力学
4037,T3037,娄臻益,国际金融,交通运输法规；海洋测绘
4038,T3038,龙晟备,数字信号处理,工程力学A1；现代医学基础；新闻学
4039,T3039,厉珠枫,纺织品设计学,中小学教学法；混凝土结构
4040,T3040,白丹滢,建筑材料,混凝土结构；钢结构
4041,T3041,朱爱融,刺灸学,经络学；推拿临床治疗学
4042,T3042,盛树鸣,生物学基础,行政管理；教育心理学；中国史
4043,T3043,季秀纯,电力紫铜自动化装置,乐理学A2；刺灸学；理论力学
4044,T3044,浦力岚,交通港站与枢纽,交通运输法规；机械基础；电缆化学
4045,T3045,和妹娜,外国教育史,植物保护；数学分析；电力紫铜自动化装置
4046,T3046,乔枫露,人口经济学,宏观经济学；微观经济学
4047,T3047,殷仪英,分析力学,理论力学；机械基础；电缆化学
4048,T3048,高涛涛,乐理学C,环境控制；汉语言文学B
4049,T3049,於珊琦,电路理论,建筑师业务基础；电工与电子技术基础理论；测量与遥感
4050,T3050,夏希可,刺灸学,经络学；推拿临床治疗学
4051,T3051,薄若雄,建筑与城市摄影,马克思主义哲学原理；工程地质学
4052,T3052,梁凡卿,数字信号处理,编译技术；操作系统；数据结构
4053,T3053,酆华琼,建筑设计B1,建筑设计A；电缆测试技术；自动控制原理
4054,T3054,隆凝芝,空气动力学,理论力学；电缆测试技术；自动控制原理
4055,T3055,郑晶环,结晶矿物学,弹性力学；构造地质学；地球物理及勘探方法
4056,T3056,堵嘉荣,管理学,数据结构；财政学；科学技术哲学
4057,T3057,童军金,中医内科学,乐理学A2；宗教学；口腔解剖生理学
4058,T3058,舒珊艺,理论力学,编译技术；口腔组织病理学；振动力学
4059,T3059,湛城武,自动控制理论,构造地质学；中国工艺美术史
4060,T3060,寿勤莎,反应堆工程原理,热工；传热
4061,T3061,於霄姣,植物保护,食品工厂设计基础；外国艺术设计史
4062,T3062,符栋鑫,大学物理B1,艺术设计学；大学英语读写教程；财政学
4063,T3063,刁婉璧,地球物理及勘探方法,生物化学与分子生物学；地质学；艺术设计基础
4064,T3064,时彬有,新闻传播三大类,大学化学；汉语言文学B；中国哲学史
4065,T3065,仰尚蒙,护理学基础B,人口经济学；国际私法；教育论
4066,T3066,唐菲秋,海洋科学导论；生物海洋学,海洋地质学；海洋调查与观测技术
4067,T3067,车春荔,电工与电子技术基础理论,机械设计基础；测试技术
4068,T3068,廉哲亮,交通运输企业管理,植物营养学；传热；微生物学与免疫学
4069,T3069,胡平民,电工与电子技术基础理论,机械设计基础；测试技术
4070,T3070,尤顺韵,消防工程,天体力学；测量与遥感；物理实验
4071,T3071,傅亿鸣,有机化学,材料科学基础；电缆测试技术；自动控制原理
4072,T3072,盛坤振,针灸临床治疗学,刺灸学；推拿临床治疗学
4073,T3073,祖姣妍,工程力学B,人体解剖学B；飞行器结构力学
4074,T3074,禄毓珊,航空航天概论,环境控制；航空仪表
4075,T3075,边琼影,空气动力学,农牧业生产基础；塑性力学
4076,T3076,全东辉,中医学基础A,人体解剖学A；建筑设计B2；工程水文学
4077,T3077,阙强宪,幼儿心理学,声乐；舞蹈；学前卫生学
4078,T3078,经利承,国际金融,国际商务案例；对外贸易概论
4079,T3079,冀滢芸,材料科学基础,分析化学；物理化学
4080,T3080,罗韵等,中国教育史,西方哲学史；生物力学
4081,T3081,司峰建,高等测量平差,大学化学；计算机软件技术基础；数据结构
4082,T3082,谷光民,军事海洋学,儿童文学；刺灸学；机械制图A
4083,T3083,班永韵,森林植物学,植物生理学；植物营养学
4084,T3084,季筠璐,机械制图B,神经生理学；电工电子技术
4085,T3085,容珊英,政治经济学,生理学B2；食品营养与卫生
4086,T3086,连影颖,安全防范工程,治安系；交通管理工程
4087,T3087,虞安可,分析化学,军事海洋学；乐理学A1；森林昆虫学
4088,T3088,鲍万贤,航空仪表,组织胚胎学；天气学；会计学C
4089,T3089,田雁丽,现代控制理论,测试技术；电工与电子技术基础理论
4090,T3090,梁辉兴,建筑设计,大地测量学基础；内科护理学
4091,T3091,章卫健,临床医学,生理学B2；汉语言文学A；学前卫生学
4092,T3092,范时昌,几何代数,高等数学B；生态与可持续发展经济学；建筑材料
4093,T3093,骆恩策,工程制图,钢结构；混凝土结构
4094,T3094,符环莲,流体力学,物理学；塑性力学；断裂力学
4095,T3095,许安艺,会计学B,物理学；外贸英语函电；蜂学
4096,T3096,艾丹等,伦理学；宗教学,逻辑学；电缆测试技术；自动控制原理
4097,T3097,乜力岩,安全防范工程,科学技术哲学；建筑设计B1
4098,T3098,乔盛艺,振动力学,弹性力学；电路分析；低频电子线路
4099,T3099,侯瑗卿,物理化学；分析化学,脉冲与电子线路；通讯原理；计算机网络通讯
4100,T3100,韦伟善,机械制图A,物理实验；中外城市建筑史；推拿临床治疗学
4101,T3101,欧薇怡,马克思主义哲学,毛泽东思想；电路分析；低频电子线路
4102,T3102,孔璐彩,断裂力学,电路分析；低频电子线路；物理学
4103,T3103,耿瑗瑞,建筑设计A,大学生物B；编译技术；食品工厂设计基础
4104,T3104,孙素璐,建筑设计B1,中医学基础A；构造地质学；混凝土结构
4105,T3105,皮耀材,食品工厂设计基础,常微分方程；机械制图A；计算机网络系统
4106,T3106,赖博映,生态建筑概论,蜂学；建筑设计B2；海洋技术
4107,T3107,刘素凤,教育论,对待贸易概论；军事海洋学；数学分析
4108,T3108,许羽霞,海洋测绘,交通运输技术管理；毛泽东思想；信号与系统分析
4109,T3109,倪宁菊,钢结构,工程制图；混凝土结构；工程结构
4110,T3110,农馥秀,细胞生物学；生理学,神经生理学；电路分析；低频电子线路
4111,T3111,饶勤霭,纤维材料化学,政治经济学；地质学
4112,T3112,石琬蓉,游泳,天体力学；面向对象程序设计；航空航天概论
4113,T3113,钱康蔚,儿童文学,中小学教学法；中国工艺美术史；数控加工技术
4114,T3114,卫鸣松,电机维修,电工电子技术；数控加工技术；图像识别
4115,T3115,樊伊佳,考古学通论,生物技术；古代汉语；建筑史工业
4116,T3116,韶超旭,地质学,物理化学；森林植物学；人体解剖学
4117,T3117,逄卫若,大学英语,脉冲与电子线路；通讯原理；计算机网络通讯
4118,T3118,桂 贤,马克思主义哲学原理,民事诉讼法；工程力学B；森林植物学
4119,T3119,宫朋宁,口腔组织病理学,口腔解剖生理学；口腔修复学；口腔内科学
4120,T3120,彭媛菲,工程力学；岩土力学,地基与基础；工程制图
4121,T3121,蔚炎刚,中国史,地球化学；交通运输设备；电工电子技术
4122,T3122,鬱德国,空气动力学,基础会计；普通化学A；教育心理学
4123,T3123,邱毓婷,大学物理B2,自动控制理论；人体解剖学A
4124,T3124,谭顺林,中国诗词欣赏,中国语言文学；中国诗词文化
4125,T3125,费冬廷,流体力学,空气动力学；塑性力学；断裂力学
4126,T3126,唐琬巧,电路原理,电子技术基础；计算机原理及应用；电力电子技术
4127,T3127,越晔生,离散数学,交通管理工程；织物组织学；管理数学
4128,T3128,乔滢春,国际贸易务实,建筑防灾；机械制图A
4129,T3129,郜同朔,宏观经济学,物理化学；大地测量学基础
4130,T3130,温婕蕊,财务管理,治安系；外科护理学；公共事业管理
4131,T3131,堵旭鑫,全球动力力学,人口经济学；交通运输法则
4132,T3132,荀艳菲,宏观经济学,微观经济学；人口经济学
4133,T3133,梅世珑,数控加工技术,岩石学；交通港站与枢纽；古建筑保护
4134,T3134,晁澜可,纺织厂空气调节,纺织品设计学；乐理学A1
4135,T3135,简荷悦,操作系统,编译技术；数据结构
4136,T3136,殷以信,海洋技术,教育论；史学导论；建筑防灾
4137,T3137,衡馨宁,毛泽东思想,马克思主义哲学
4138,T3138,扶荷凡,工程制图,钢结构；混凝土结构
4139,T3139,温巧凤,高等测量平差,海洋测绘
4140,T3140,须世建,建筑材料,塑性力学；复变函数；森林生态学
4141,T3141,茅菁舒,钢结构,工程制图；混凝土结构；工程结构
4142,T3142,穆士彬,大学计算机基础,隐身技术；信号与系统；教育哲学
4143,T3143,蒙红荣,工程力学A1,管理学；分析力学
4144,T3144,邓韵恩,汉语言文学A,刺灸学；大气科学概论；宗教学
4145,T3145,安子洋,民事诉讼法,教育心理学；森林植物学；公共事业管理
4146,T3146,解媛雁,天气学,生物化学与分子生物学；大学物理C
4147,T3147,洪霄燕,国际政治,大气科学概论A；外贸英语A；马克思主义哲学原理
4148,T3148,宗洋晔,工程力学A1,地质学A；商法；生物海洋学
4149,T3149,梁信健,工程力学；岩土力学,地基与基础；工程制图
4150,T3150,陆寒枫,中国哲学史；西方哲学史,中外哲学原著导读
4151,T3151,熊民博,建筑材料,脉冲与电子线路；通讯原理；计算机网络通讯
4152,T3152,邴梅慧,工程力学；岩土力学,地基与基础；工程制图
4153,T3153,艾艺真,生理学B2,航空航天动力装置；护理学基础B
4154,T3154,熊伊仪,植物生理学,国际经济学；物理化学；地质学C
4155,T3155,张寒婷,幼儿心理学,声乐；舞蹈；学前卫生学
4156,T3156,江钧信,安全防范工程,常微分方程；建筑防灾；大气科学概论
4157,T3157,严杰荣,大学物理B1；大学物理B2；大学物理C,面向对象程序设计
4158,T3158,浦梦娣,电路原理,电子技术基础；计算机原理及应用；电力电子技术
4159,T3159,刁寒月,岩石学,舞蹈；中国语言文学；普通心理学
4160,T3160,崔欢芬,振动力学,乐理学B1；地质学B2；财政学
4161,T3161,许乐晔,跆拳道,健康评估；乐理学A1；新闻传播三大类
4162,T3162,耿娴华,中国断代史,护理学基础B；儿童文学；外贸英语B
4163,T3163,居国军,大气科学概论,机械设计基础；国际商务案例
4164,T3164,苍欣妍,外国工艺美术史,塑性力学；内科护理学；地质学A
4165,T3165,桑纶腾,国学经典,护理学基础B；德育原理；建筑防灾
4166,T3166,倪飘琼,有机化学B,艺术设计基础；哲学概论；外贸英语函电
4167,T3167,詹娅纯,大气科学概论A,大气科学概论B1；电路与系统；通信电子路线
4168,T3168,宓钦壮,飞行器结构力学,机械设计基础；电路与系统；通信电子路线
4169,T3169,孔顺子,针灸临床治疗学,经络学；刺灸学；推拿临床治疗学
4170,T3170,闻婷叶,机械制图A,大气科学概论；航空仪表
4171,T3171,邓备隆,空气动力学,脉冲与电子线路；通讯原理；计算机网络通讯
4172,T3172,管元源,测试技术,机械设计基础；电工与电子技术基础理论
4173,T3173,伍珍娥,农学A；农学B；园艺,植物保护；植物科学与技术；信息论
4174,T3174,温玲惠,现代医学基础,跆拳道；国际金融；大学英语听说教程
4175,T3175,仰融岚,航空宇航制造工程,大学物理B1；地球物理及勘探方法
4176,T3176,伏文平,弹性力学,地球物理及勘探方法；理论力学
4177,T3177,龙之彪,生物学基础,农牧业生产基础；电路与系统；通信电子路线
4178,T3178,易纯黛,毛泽东思想,交通运输法规；外贸英语函电；临床医学
4179,T3179,骆融珑,弹性力学,空气动力学；宗教学；医学遗传学
4180,T3180,广诚家,普通化学B,森林生态学；交通港站与枢纽
4181,T3181,习艳昭,流体力学,热工；西方哲学史；宗教学
4182,T3182,沃蓉淑,世界经济学,林木病理学；岩土力学；中国史
4183,T3183,钮融蓉,纺织品设计学,纺织厂空气调节；电路与系统；通信电子路线
4184,T3184,萧 莉,空气动力学,地球化学；交通运输企业管理；国际营销学
4185,T3185,古洋备,电力电子技术,电气控制与PLC技术；运动控制
4186,T3186,柏备奎,外国艺术设计史,人体解剖学；国际贸易B
4187,T3187,单艳环,汉语言文学A,大学计算机基础；建筑材料；园艺
4188,T3188,邬亿景,航空航天动力装置,制丝学；计量经济学；乐理学A1
4189,T3189,伏瑗怡,理论力学；弹性力学,通讯原理；电路与系统；通信电子路线
4190,T3190,褚琬茗,航空航天概论,环境控制；航空仪表；信息论
4191,T3191,盛欣琬,会计学A,中医诊断学；生物化学与分子生物学；方剂学
4192,T3192,双刚中,宏观经济学,微观经济学；人口经济学；信息论
4193,T3193,蔺瑶卿,地球化学,构造地质学；结晶矿物学；信息论
4194,T3194,鲍河希,普通心理学,教育心理学；编码原理；计算机应用技术
4195,T3195,边菲思,塑性力学,弹性力学；编码原理；计算机应用技术
4196,T3196,娄谊 ,宪法,教育论；会计学C；生理学B2
4197,T3197,闻远齐,塑性力学,古代汉语；跆拳道
4198,T3198,暴艺河,数理统计,国学经典；交通运输法规
4199,T3199,相逸生,行政法与行政诉讼法,中国通史；海洋调查与观测技术；人体解剖学A
4200,T3200,姜弘正,实践性教学环节,中国法制史；外贸英语函电
4201,T3201,陶菲希,食品添加剂,史学导论；航空宇航制造工程；国际金融
4202,T3202,郝建卫,乐理学C,地质学B2；地质学A；细胞生物学
4203,T3203,宗来罡,对外贸易概论,塑性力学；流体力学；地球化学
4204,T3204,汤舒等,生物力学,面向对象程序设计；数据结构
4205,T3205,戴语谊,电机维修,电工电子技术；数控加工技术；图像识别
4206,T3206,宦平雄,宏观经济学,微观经济学；人口经济学
4207,T3207,欧良顺,中国近代史；中国古代史,国学经典；形势与政策
4208,T3208,宓枫舒,知识产权法,航空航天动力装置；森林生态学
4209,T3209,储芝静,弹性力学,地球物理及勘探方法；理论力学
4210,T3210,姜韵欢,工程结构,建筑设计B2；动物科学
4211,T3211,印娜娥,构造地质学,地球物理及勘探方法；弹性力学；构造地质学；
4212,T3212,伊环瑞,动物科学,财务管理；电工与电子技术基础理论；行政管理
4213,T3213,艾菲蓉,中国教育史,会计学C；乐理学C；艺术设计概论
4214,T3214,伍艺勤,高等测量平差,治安系；建筑设计；商法
4215,T3215,祁薇芳,理论力学,编码原理；计算机应用技术；弹性力学
4216,T3216,花婉秋,动物科学,物理学；中医古典医籍
4217,T3217,冷琼媛,中医诊断学,马克思主义哲学原理；有机化学
4218,T3218,贡备绍,计算机仿真技术,国际商务谈判；飞机维修；测试技术
4219,T3219,纪珠环,纺纱学,国际商务案例；运动控制；艺术考古学
4220,T3220,毋等琰,物理化学；分析化学,广播电视技术；多媒体技术；数字电视技术
4221,T3221,车营锦,工程制图,幼儿保健学；智能建筑概论；生物化学
4222,T3222,滑巧柔,大学计算机基础,教育社会学；大学计算机基础；自动控制理论
4223,T3223,安雪蓉,信号与系统,中国教育史；计算机绘图；天体力学
4224,T3224,蒙励义,电工与电子技术基础理论,机械设计基础；测试技术
4225,T3225,贝函韬,植物保护,植物科学与技术；园艺
4226,T3226,杨滢芳,生态建筑概论,民法；信号与系统
4227,T3227,利星科,几何代数,概率论；地质学B2；环境控制
4228,T3228,龙亚薇,幼儿心理学,广播电视技术；多媒体技术；数字电视技术
4229,T3229,戎贞欢,世界经济学,运筹学；传热
4230,T3230,司晗伦,护理学基础A；护理学基础B,内科护理学；外科护理学
4231,T3231,禄薇荣,塑性力学,计算机仿真技术；针灸临床治疗学；乐理基础
4232,T3232,印琰娥,外贸英语A,外贸英语B；编码原理；计算机应用技术
4233,T3233,纪立辉,护理学基础B,学前卫生学；刑事科学技术
4234,T3234,宣滢芬,新闻学,跆拳道；森林昆虫学
4235,T3235,鄂寒叶,塑性力学,弹性力学
4236,T3236,丰苑芬,马克思主义哲学原理,大气科学概论；外国语言文学；森林昆虫学
4237,T3237,弘轮士,毛泽东思想,刑事科学技术；建筑史工业；建筑设计C
4238,T3238,相语磊,工程力学A1;工程力学A2；工程力学B；工程热力学,机械设计基础
4239,T3239,支素芝,普通化学B,普通化学A
4240,T3240,居宁环,大地测量学基础；地球物理大地测量学,空间测理论与技术
4241,T3241,曾洁勇,分析力学,行政法与行政诉讼法；纺织导论；高等数学B
4242,T3242,郭欢薇,大学英语读写教程,大学英语
4243,T3243,郑亿荣,微观经济学,宏观经济学；人口经济学
4244,T3244,乔敬会,乐理基础,传热；国际法
4245,T3245,班滢锦,流体力学,空气动力学；塑性力学；断裂力学
4246,T3246,吕馨凤,海洋调查与观测技术,生物海洋学；海洋地质学
4247,T3247,卞金曦,教育心理学,教育论；教育哲学
4248,T3248,陈茗菁,普通心理学,教育心理学
4249,T3249,耿全登,大气科学概论B1,大气科学概论A
4250,T3250,索振钦,商法,形式与政策；电机维修
4251,T3251,牛雄洁,针织学,生物力学；纺纱学；植物生理学
4252,T3252,巩达伟,工程力学A1;工程力学A2；工程力学B；工程热力学,机械设计基础
4253,T3253,蒋凝翠,制丝学,外贸英语A；海洋科学导论
4254,T3254,伏致津,教育心理学,教育论；教育哲学
4255,T3255,苍洁莎,细胞生物学,电子技术基础；中国教育史；有机化学
4256,T3256,宫霄君,大气科学概论,种子科学与工程；工程制图；生态建筑概论
4257,T3257,姚骏禾,动物科学,蚕学；蜂学；ps
4258,T3258,满万俊,中医学基础A,中医学基础B
4259,T3259,訾振儒,生物化学与分子生物学；大学生物,药理学；临床医学
4260,T3260,应贞璧,运筹学,管理学；营销学；财务管理
4261,T3261,傅伯永,外国语言文学,地质学B2；宏观经济学；外国语言文学
4262,T3262,璩瑗娥,生物海洋学,海洋调查与观测技术
4263,T3263,毛登亨,教育哲学,教育统计测量评价；中小学教学法
4264,T3264,鬱岚菲,海洋科学导论；生物海洋学,海洋地质学；海洋调查与观测技术
4265,T3265,羊伊娥,纺织品设计学,国际私法；断裂力学；中国近代史
4266,T3266,乔洁帅,史学导论,外贸英语A；治安系；国际贸易B
4267,T3267,慕毓宁,艺术考古学,宗教学；管理数学
4268,T3268,元亨光,乐理基础,声乐；舞蹈；学前卫生学
4269,T3269,雷辉奇,电工与电子技术基础理论,机械设计基础；数字影视制作技术；神经科学基础
4270,T3270,孔纯伊,人体解剖学A,人体解剖学C；数字影视制作技术；神经科学基础
4271,T3271,昝晨博,国学经典,国际贸易B；外贸英语函电；农牧业生产基础
4272,T3272,屠霖弘,飞行器结构力学,机械设计基础；数字影视制作技术；神经科学基础
4273,T3273,庄欣为,军事海洋学,海洋技术；数字影视制作技术；神经科学基础
4274,T3274,明仪媛,乐理学A1,工程地质学；中国教育史；古建筑保护
4275,T3275,东秋惠,中医学基础A,中医学基础B；数字影视制作技术；神经科学基础
4276,T3276,祝伊菲,工程力学B,行政管理；工程力学B
4277,T3277,蒲业策,地质学A；地质学B1;地质学B2；地质学C,岩石学；矿床学
4278,T3278,柴豪远,农牧业生产基础,生物学基础；数字影视制作技术；神经科学基础
4279,T3279,张迎顺,振动力学,弹性力学；理论力学
4280,T3280,茹备中,幼儿心理学,声乐；学前卫生学
4281,T3281,史力学,飞行器结构力学,航空宇航制造工程；材料科学基础；中国史
4282,T3282,曾颜鹏,商法,微生物学与免疫学；建筑设计
4283,T3283,严勤澜,弹性力学,地球物理及勘探方法
4284,T3284,季琰婕,妇产科护理学,儿科护理学
4285,T3285,窦融琴,可持续建筑,程序设计基础；刑事科学技术
4286,T3286,鲍松颜,国际商法,广播电视技术；多媒体技术；数字电视技术
4287,T3287,计瑶园,伦理学；宗教学,逻辑学；语言与思维；计算神经工程
4288,T3288,充梅咏,马克思主义哲学,毛泽东思想
4289,T3289,饶叶纨,纺织导论,隐身技术；地球物理大地测量学
4290,T3290,褚营义,马克思主义哲学,交通运输技术管理；外国语言文学；电磁场理论
4291,T3291,常若科,科学技术哲学,实践性教学环节；语言与思维；计算神经工程
4292,T3292,璩华仪,纺织化学,空间测理论与技术；针织学
4293,T3293,毛蕊娴,国际贸易A；国际贸易B;对外贸易概论,国际商务谈判；国际营销学；国际商务案例
4294,T3294,支语荣,物理化学；分析化学,广播电视技术；多媒体技术；数字电视技术
4295,T3295,嵇勇为,汉语言文学A,西方史学史；植物营养学；汉语言文学B
4296,T3296,符易利,地球物理大地测量学,信号与系统分析；食品添加剂；电工与电子技术基础理论
4297,T3297,查城皓,机械制图B,西方哲学史；计算机技术；现代医学基础
