索引,名字,学号,班级,专业
3687,甘彩桂,2017070326,3,金融工程专业
3688,蔚梅嘉,2017070327,3,金融工程专业
3689,狄璧亚,2017070328,3,金融工程专业
3690,卓晓丽,2017070329,3,金融工程专业
3691,车纨枫,2017070330,3,金融工程专业
3692,计仪茜,2017070331,3,金融工程专业
3693,匡晓滢,2017070332,3,金融工程专业
3694,葛倩琰,2017070333,3,金融工程专业
3695,松珠梦,2017070334,3,金融工程专业
3696,都寒娜,2017070335,3,金融工程专业
3697,暨芬妍,2017070336,3,金融工程专业
3698,耿岚卿,2017070337,3,金融工程专业
3699,狄丹园,2017070338,3,金融工程专业
3700,支春宁,2017070339,3,金融工程专业
3701,吉月寒,2017070340,3,金融工程专业
3702,祝寒艺,2017070341,3,金融工程专业
3703,习蕊伊,2017070342,3,金融工程专业
3704,经凤苑,2017070343,3,金融工程专业
3705,红凝春,2017070344,3,金融工程专业
3706,阮真珠,2017070345,3,金融工程专业
3707,左爱薇,2017070346,3,金融工程专业
3708,饶馨梦,2017070401,4,金融工程专业
3709,厉琳聪,2017070402,4,金融工程专业
3710,文惠枫,2017070403,4,金融工程专业
3711,喻华纯,2017070404,4,金融工程专业
3712,乌菊芸,2017070405,4,金融工程专业
3713,尚姬秀,2017070406,4,金融工程专业
3714,殳宜萍,2017070407,4,金融工程专业
3715,鱼希凡,2017070408,4,金融工程专业
3716,韩姬淑,2017070409,4,金融工程专业
3717,晁珊伊,2017070410,4,金融工程专业
3718,穆莎洁,2017070411,4,金融工程专业
3719,丁悦云,2017070412,4,金融工程专业
3720,贝昭宜,2017070413,4,金融工程专业
3721,房欢宜,2017070414,4,金融工程专业
3722,樊澜玲,2017070415,4,金融工程专业
3723,衡嘉叶,2017070416,4,金融工程专业
3724,牛荔宁,2017070417,4,金融工程专业
3725,关娜菲,2017070418,4,金融工程专业
3726,宦雅素,2017070419,4,金融工程专业
3727,梅雪彩,2017070420,4,金融工程专业
3728,祁卿青,2017070421,4,金融工程专业
3729,元昭丹,2017070422,4,金融工程专业
3730,卓淑婵,2017070423,4,金融工程专业
3731,黎洁璧,2017070424,4,金融工程专业
3732,堵羽茗,2017070425,4,金融工程专业
3733,梅慧媛,2017070426,4,金融工程专业
3734,幸可婵,2017070427,4,金融工程专业
3735,严羽娜,2017070428,4,金融工程专业
3736,文霭婕,2017070429,4,金融工程专业
3737,单瑾萍,2017070430,4,金融工程专业
3738,邴慧锦,2017070431,4,金融工程专业
3739,孔园燕,2017070432,4,金融工程专业
3740,全荔爱,2017070433,4,金融工程专业
3741,郎彩蕊,2017070434,4,金融工程专业
3742,夏育婕,2017070435,4,金融工程专业
3743,孔淑妍,2017070436,4,金融工程专业
3744,丰慧锦,2017070437,4,金融工程专业
3745,居娴芳,2017070438,4,金融工程专业
3746,古荔媛,2017070439,4,金融工程专业
3747,隗宜佳,2017070440,4,金融工程专业
3748,胡希园,2017070441,4,金融工程专业
3749,孟婷萍,2017070442,4,金融工程专业
3750,范巧姬,2017070443,4,金融工程专业
3751,莫纨蕊,2017070444,4,金融工程专业
3752,班毓馥,2017070445,4,金融工程专业
3753,后红舒,2017070446,4,金融工程专业
3754,翁澜韵,2017070447,4,金融工程专业
3755,於菲珠,2017070448,4,金融工程专业
3756,辛美蓓,2017070501,5,金融工程专业
3757,陶芝琳,2017070502,5,金融工程专业
3758,昝伊芬,2017070503,5,金融工程专业
3759,丁婷菁,2017070504,5,金融工程专业
3760,段婕珠,2017070505,5,金融工程专业
3761,章云菁,2017070506,5,金融工程专业
3762,郗云怡,2017070507,5,金融工程专业
3763,蓝伊婵,2017070508,5,金融工程专业
3764,马锦君,2017070509,5,金融工程专业
3765,支姬瑗,2017070510,5,金融工程专业
3766,解怡倩,2017070511,5,金融工程专业
3767,杜琳淑,2017070512,5,金融工程专业
3768,文璐艳,2017070513,5,金融工程专业
3769,皮融融,2017070514,5,金融工程专业
3770,慕璧琼,2017070515,5,金融工程专业
3771,封芬惠,2017070516,5,金融工程专业
3772,方雁佳,2017070517,5,金融工程专业
3773,费春梅,2017070518,5,金融工程专业
3774,邱柔岚,2017070519,5,金融工程专业
3775,项宁婉,2017070520,5,金融工程专业
3776,祝娅茜,2017070521,5,金融工程专业
3777,柏凝等,2017070522,5,金融工程专业
3778,安婉妍,2017070523,5,金融工程专业
3779,向婕娟,2017070524,5,金融工程专业
3780,侯勤素,2017070525,5,金融工程专业
3781,苍惠霞,2017070526,5,金融工程专业
3782,郗毓瑞,2017070527,5,金融工程专业
3783,干霄英,2017070528,5,金融工程专业
3784,终秋娥,2017070529,5,金融工程专业
3785,后仪蓉,2017070530,5,金融工程专业
3786,璩娴凤,2017070531,5,金融工程专业
3787,狄思晶,2017070532,5,金融工程专业
3788,娄纯园,2017070533,5,金融工程专业
3789,甄玲薇,2017070534,5,金融工程专业
3790,暴琴枫,2017070535,5,金融工程专业
3791,劳菲茗,2017070536,5,金融工程专业
3792,古璐巧,2017070537,5,金融工程专业
3793,井翠岚,2017070538,5,金融工程专业
3794,窦菲叶,2017070539,5,金融工程专业
3795,刁环芝,2017070540,5,金融工程专业
3796,花韵仪,2017070541,5,金融工程专业
3797,姬仪娴,2017070542,5,金融工程专业
3798,支苑卿,2017070543,5,金融工程专业
3799,敖露妍,2017070544,5,金融工程专业
3800,薄真艳,2017070545,5,金融工程专业
3801,惠艳华,2017070546,5,金融工程专业
3802,束伊叶,2017070547,5,金融工程专业
3803,浦华婷,2017070548,5,金融工程专业
3804,明勤宜,2017070549,5,金融工程专业
3805,蒲贞静,2017070550,5,金融工程专业
3806,晁蓓翠,2018070301,3,金融工程专业
3807,司红真,2018070302,3,金融工程专业
3808,焦月萍,2018070303,3,金融工程专业
3809,倪娅晶,2018070304,3,金融工程专业
3810,邹秀岚,2018070305,3,金融工程专业
3811,周伊霄,2018070306,3,金融工程专业
3812,周环叶,2018070307,3,金融工程专业
3813,谈茗咏,2018070308,3,金融工程专业
3814,韶春枝,2018070309,3,金融工程专业
3815,高惠姣,2018070310,3,金融工程专业
3816,冉君春,2018070311,3,金融工程专业
3817,贲蓉华,2018070312,3,金融工程专业
3818,和丹霭,2018070313,3,金融工程专业
3819,璩纨凤,2018070314,3,金融工程专业
3820,和苑思,2018070315,3,金融工程专业
3821,尹梅羽,2018070316,3,金融工程专业
3822,纪蕊爱,2018070317,3,金融工程专业
3823,符舒咏,2018070318,3,金融工程专业
3824,滑宁茜,2018070319,3,金融工程专业
3825,都茜悦,2018070320,3,金融工程专业
3826,钟枫秋,2018070321,3,金融工程专业
3827,胡丹燕,2018070322,3,金融工程专业
3828,奚荣琦,2018070323,3,金融工程专业
3829,师妹可,2018070324,3,金融工程专业
3830,严香琼,2018070325,3,金融工程专业
3831,慎纨珠,2018070326,3,金融工程专业
3832,卫佳凝,2018070327,3,金融工程专业
3833,怀莎希,2018070328,3,金融工程专业
3834,洪馨昭,2018070329,3,金融工程专业
3835,邵玉欣,2018070330,3,金融工程专业
3836,任怡瑶,2018070331,3,金融工程专业
3837,关华云,2018070332,3,金融工程专业
3838,魏琼婕,2018070333,3,金融工程专业
3839,从凡环,2018070334,3,金融工程专业
3840,堵丽岚,2018070335,3,金融工程专业
3841,柯青华,2018070336,3,金融工程专业
3842,景琬瑞,2018070337,3,金融工程专业
3843,莘舒璐,2018070338,3,金融工程专业
3844,侯珊枫,2018070339,3,金融工程专业
3845,庄纨荣,2018070340,3,金融工程专业
3846,周琴毓,2018070341,3,金融工程专业
3847,边姬贞,2018070342,3,金融工程专业
3848,能洁岚,2018070343,3,金融工程专业
3849,关娣君,2018070344,3,金融工程专业
3850,容颖云,2018070345,3,金融工程专业
3851,夔瑞婷,2018070346,3,金融工程专业
3852,步馨燕,2018070401,4,金融工程专业
3853,强莉枝,2018070402,4,金融工程专业
3854,郏茗瑞,2018070403,4,金融工程专业
3855,项苑珠,2018070404,4,金融工程专业
3856,洪丹娜,2018070405,4,金融工程专业
3857,颜莎琳,2018070406,4,金融工程专业
3858,封菊舒,2018070407,4,金融工程专业
3859,姬枝婉,2018070408,4,金融工程专业
3860,郑纯雪,2018070409,4,金融工程专业
3861,苏佳静,2018070410,4,金融工程专业
3862,甄玉莎,2018070411,4,金融工程专业
3863,伊勤琬,2018070412,4,金融工程专业
3864,家璐融,2018070413,4,金融工程专业
3865,康羽琳,2018070414,4,金融工程专业
3866,党瑗春,2018070415,4,金融工程专业
3867,鱼春等,2018070416,4,金融工程专业
3868,池亚巧,2018070417,4,金融工程专业
3869,陶荣舒,2018070418,4,金融工程专业
3870,靳兰羽,2018070419,4,金融工程专业
3871,容雁莲,2018070420,4,金融工程专业
3872,空梦茗,2018070421,4,金融工程专业
3873,通怡瑾,2018070422,4,金融工程专业
3874,宁芳瑶,2018070423,4,金融工程专业
3875,翟宁怡,2018070424,4,金融工程专业
3876,敖融月,2018070425,4,金融工程专业
3877,荆雁云,2018070426,4,金融工程专业
3878,池云娴,2018070427,4,金融工程专业
3879,杜洁宁,2018070428,4,金融工程专业
3880,嵇霄寒,2018070429,4,金融工程专业
3881,邢婕婷,2018070430,4,金融工程专业
3882,曹姬荣,2018070431,4,金融工程专业
3883,扈丹春,2018070432,4,金融工程专业
3884,胡昭洁,2018070433,4,金融工程专业
3885,康馨素,2018070434,4,金融工程专业
3886,邰姬美,2018070435,4,金融工程专业
3887,卞丹蓉,2018070436,4,金融工程专业
3888,廖霞等,2018070437,4,金融工程专业
3889,赖聪茜,2018070438,4,金融工程专业
3890,袁仪眉,2018070439,4,金融工程专业
3891,阚珊咏,2018070440,4,金融工程专业
3892,计叶勤,2018070441,4,金融工程专业
3893,陶慧勤,2018070442,4,金融工程专业
3894,闻勤霭,2018070443,4,金融工程专业
3895,利昭珊,2018070444,4,金融工程专业
3896,宦茗芸,2018070445,4,金融工程专业
3897,惠荷滢,2018070446,4,金融工程专业
3898,湛荷霭,2018070447,4,金融工程专业
3899,殳月亚,2018070448,4,金融工程专业
3900,齐琳筠,2018070449,4,金融工程专业
3901,隆馥育,2018070450,4,金融工程专业
3902,樊妍勤,2018070501,5,金融工程专业
3903,蒲婷芸,2018070502,5,金融工程专业
3904,卢思露,2018070503,5,金融工程专业
3905,于馥淑,2018070504,5,金融工程专业
3906,养苑瑶,2018070505,5,金融工程专业
3907,聂荔蓉,2018070506,5,金融工程专业
3908,倪霞澜,2018070507,5,金融工程专业
3909,郭融玉,2018070508,5,金融工程专业
3910,茅冰芝,2018070509,5,金融工程专业
3911,劳昭春,2018070510,5,金融工程专业
3912,段亚晓,2018070511,5,金融工程专业
3913,刘颖娅,2018070512,5,金融工程专业
3914,钮娴园,2018070513,5,金融工程专业
3915,雷伊寒,2018070514,5,金融工程专业
3916,禹园璧,2018070515,5,金融工程专业
3917,徐翠璐,2018070516,5,金融工程专业
3918,富妹瑗,2018070517,5,金融工程专业
3919,余怡梦,2018070518,5,金融工程专业
3920,庄卿璧,2018070519,5,金融工程专业
3921,贝怡黛,2018070520,5,金融工程专业
3922,井芬薇,2018070521,5,金融工程专业
3923,陆蓓荷,2018070522,5,金融工程专业
3924,符琬美,2018070523,5,金融工程专业
3925,邵黛瑞,2018070524,5,金融工程专业
3926,谷荔希,2018070525,5,金融工程专业
3927,康美嘉,2018070526,5,金融工程专业
3928,荀舒凤,2018070527,5,金融工程专业
3929,苗蓉琼,2018070528,5,金融工程专业
3930,王兰莺,2018070529,5,金融工程专业
3931,谷霭娣,2018070530,5,金融工程专业
3932,蒋兰羽,2018070531,5,金融工程专业
3933,孔艺韵,2018070532,5,金融工程专业
3934,红琳莲,2018070533,5,金融工程专业
3935,蓝荔莉,2018070534,5,金融工程专业
3936,侯菊瑞,2018070535,5,金融工程专业
3937,万菁惠,2018070536,5,金融工程专业
3938,房华瑾,2018070537,5,金融工程专业
3939,东媛芸,2018070538,5,金融工程专业
3940,乔晓晶,2018070539,5,金融工程专业
3941,束茗菁,2018070540,5,金融工程专业
3942,山梅咏,2018070541,5,金融工程专业
3943,杜岚淑,2018070542,5,金融工程专业
3944,印红霞,2018070543,5,金融工程专业
3945,暴媛霭,2018070544,5,金融工程专业
3946,冯亚勤,2018070545,5,金融工程专业
3947,索昭佳,2018070546,5,金融工程专业
3948,云筠姣,2018070547,5,金融工程专业
3949,莘融芸,2019070301,3,金融工程专业
3950,滑晶露,2019070302,3,金融工程专业
3951,后枝翠,2019070303,3,金融工程专业
3952,娄彩茜,2019070304,3,金融工程专业
3953,从薇叶,2019070305,3,金融工程专业
3954,蓟霭贞,2019070306,3,金融工程专业
3955,鲁琰惠,2019070307,3,金融工程专业
3956,储艺馨,2019070308,3,金融工程专业
3957,贝毓艺,2019070309,3,金融工程专业
3958,徐瑗艺,2019070310,3,金融工程专业
3959,束凝璧,2019070311,3,金融工程专业
3960,应蓓娜,2019070312,3,金融工程专业
3961,严婷丹,2019070313,3,金融工程专业
3962,习枝静,2019070314,3,金融工程专业
3963,戴萍荣,2019070315,3,金融工程专业
3964,皮璧梅,2019070316,3,金融工程专业
3965,酆玉欣,2019070317,3,金融工程专业
3966,钭慧亚,2019070318,3,金融工程专业
3967,鲍蕊倩,2019070319,3,金融工程专业
3968,乜纯晶,2019070320,3,金融工程专业
3969,陶薇融,2019070321,3,金融工程专业
3970,景颖瑞,2019070322,3,金融工程专业
3971,平宁纨,2019070323,3,金融工程专业
3972,桂纨芬,2019070324,3,金融工程专业
3973,巫倩纨,2019070325,3,金融工程专业
3974,荀竹馥,2019070326,3,金融工程专业
3975,宋卿纯,2019070327,3,金融工程专业
3976,温梅月,2019070328,3,金融工程专业
3977,水莉玲,2019070329,3,金融工程专业
3978,岑希筠,2019070330,3,金融工程专业
3979,萧贞薇,2019070331,3,金融工程专业
3980,华昭素,2019070332,3,金融工程专业
3981,纪雅宜,2019070333,3,金融工程专业
3982,卓美春,2019070334,3,金融工程专业
3983,袁滢寒,2019070335,3,金融工程专业
3984,安苑琰,2019070336,3,金融工程专业
3985,井莲姣,2019070337,3,金融工程专业
3986,包冰妹,2019070338,3,金融工程专业
3987,卜凝宜,2019070339,3,金融工程专业
3988,牧韵丽,2019070340,3,金融工程专业
3989,郑娴梦,2019070341,3,金融工程专业
3990,支姣宜,2019070342,3,金融工程专业
3991,苏萍芬,2019070343,3,金融工程专业
3992,季秋莲,2019070344,3,金融工程专业
3993,鲁枝丽,2019070345,3,金融工程专业
3994,扈怡冰,2019070346,3,金融工程专业
3995,贺荷黛,2019070347,3,金融工程专业
3996,鞠美翠,2019070401,4,金融工程专业
3997,乐凤姬,2019070402,4,金融工程专业
3998,蒲秋珠,2019070403,4,金融工程专业
3999,双芳悦,2019070404,4,金融工程专业
4000,屠琰希,2019070405,4,金融工程专业
4001,祖惠思,2019070406,4,金融工程专业
4002,郗贞思,2019070407,4,金融工程专业
4003,宫仪卿,2019070408,4,金融工程专业
4004,暴聪琼,2019070409,4,金融工程专业
4005,郜瑶云,2019070410,4,金融工程专业
4006,洪伊飘,2019070411,4,金融工程专业
4007,华翠云,2019070412,4,金融工程专业
4008,蔡美兰,2019070413,4,金融工程专业
4009,暨叶香,2019070414,4,金融工程专业
4010,贲苑蕊,2019070415,4,金融工程专业
4011,柏凝娟,2019070416,4,金融工程专业
4012,柯茜瑾,2019070417,4,金融工程专业
4013,房婕菲,2019070418,4,金融工程专业
4014,辛澜等,2019070419,4,金融工程专业
4015,毛琼岚,2019070420,4,金融工程专业
4016,陈婷玲,2019070421,4,金融工程专业
4017,从伊黛,2019070422,4,金融工程专业
4018,蒋美琴,2019070423,4,金融工程专业
4019,能英彩,2019070424,4,金融工程专业
4020,阴晓纨,2019070425,4,金融工程专业
4021,巢娅爽,2019070426,4,金融工程专业
4022,薛萍燕,2019070427,4,金融工程专业
4023,李春琦,2019070428,4,金融工程专业
4024,彭妍素,2019070429,4,金融工程专业
4025,向翠欣,2019070430,4,金融工程专业
4026,翁聪芝,2019070431,4,金融工程专业
4027,舒岚枫,2019070432,4,金融工程专业
4028,严滢琼,2019070433,4,金融工程专业
4029,林莺枫,2019070434,4,金融工程专业
4030,史姬瑶,2019070435,4,金融工程专业
4031,方素琼,2019070436,4,金融工程专业
4032,逄妹黛,2019070437,4,金融工程专业
4033,卜玲黛,2019070438,4,金融工程专业
4034,辛妹琰,2019070439,4,金融工程专业
4035,贺爱茜,2019070440,4,金融工程专业
4036,赵毓瑗,2019070441,4,金融工程专业
4037,乐枫巧,2019070442,4,金融工程专业
4038,袁等颖,2019070443,4,金融工程专业
4039,郦爱韵,2019070444,4,金融工程专业
4040,匡珠馨,2019070445,4,金融工程专业
4041,班瑾薇,2019070446,4,金融工程专业
4042,伏珊丹,2019070447,4,金融工程专业
4043,越纨琰,2019070448,4,金融工程专业
4044,贺艺荣,2019070449,4,金融工程专业
4045,扈琴真,2019070450,4,金融工程专业
4046,司怡娅,2019070451,4,金融工程专业
4047,梅艳枝,2019070452,4,金融工程专业
4048,殳英柔,2019070453,4,金融工程专业
4049,何妹英,2019070501,5,金融工程专业
4050,甘黛荣,2019070502,5,金融工程专业
4051,赖晶佳,2019070503,5,金融工程专业
4052,寿竹玲,2019070504,5,金融工程专业
4053,薛瑶荣,2019070505,5,金融工程专业
4054,杭凤慧,2019070506,5,金融工程专业
4055,印馨慧,2019070507,5,金融工程专业
4056,融玉爱,2019070508,5,金融工程专业
4057,李荷娥,2019070509,5,金融工程专业
4058,干燕璧,2019070510,5,金融工程专业
4059,丰锦莺,2019070511,5,金融工程专业
4060,钟等素,2019070512,5,金融工程专业
4061,荆爱娴,2019070513,5,金融工程专业
4062,瞿枝菊,2019070514,5,金融工程专业
4063,阴琦筠,2019070515,5,金融工程专业
4064,仰玉育,2019070516,5,金融工程专业
4065,陆珊香,2019070517,5,金融工程专业
4066,宓秋芸,2019070518,5,金融工程专业
4067,郦伊霄,2019070519,5,金融工程专业
4068,花纨菁,2019070520,5,金融工程专业
4069,胡宜亚,2019070521,5,金融工程专业
4070,常英梅,2019070522,5,金融工程专业
4071,韦毓佳,2019070523,5,金融工程专业
4072,车环韵,2019070524,5,金融工程专业
4073,濮咏馥,2019070525,5,金融工程专业
4074,和莉茗,2019070526,5,金融工程专业
4075,窦云菊,2019070527,5,金融工程专业
4076,瞿彩爽,2019070528,5,金融工程专业
4077,沃影舒,2019070529,5,金融工程专业
4078,娄琳雪,2019070530,5,金融工程专业
4079,弘贞影,2019070531,5,金融工程专业
4080,汪璐荷,2019070532,5,金融工程专业
4081,扈锦丽,2019070533,5,金融工程专业
4082,贾环仪,2019070534,5,金融工程专业
4083,杜珠思,2019070535,5,金融工程专业
4084,羿妹凡,2019070536,5,金融工程专业
4085,舒锦宁,2019070537,5,金融工程专业
4086,逄巧宁,2019070538,5,金融工程专业
4087,宗欢英,2019070539,5,金融工程专业
4088,高娣雅,2019070540,5,金融工程专业
4089,籍春亚,2019070541,5,金融工程专业
4090,滑锦菊,2019070542,5,金融工程专业
4091,宗蓓英,2019070543,5,金融工程专业
4092,满春珊,2019070544,5,金融工程专业
4093,巫馨贞,2019070545,5,金融工程专业
4094,濮露娥,2019070546,5,金融工程专业
4095,钟娣咏,2019070547,5,金融工程专业
4096,胡姣蓓,2019070548,5,金融工程专业
4097,安妹翠,2019070549,5,金融工程专业
4098,费爽霄,2016080301,3,经济学专业
4099,姬青园,2016080302,3,经济学专业
4100,伏薇瑗,2016080303,3,经济学专业
4101,文媛竹,2016080304,3,经济学专业
4102,何竹荔,2016080305,3,经济学专业
4103,龙姣荷,2016080306,3,经济学专业
4104,薛静柔,2016080307,3,经济学专业
4105,松凤枫,2016080308,3,经济学专业
4106,杨香媛,2016080309,3,经济学专业
4107,茅婉丹,2016080310,3,经济学专业
4108,华媛云,2016080311,3,经济学专业
4109,单馥慧,2016080312,3,经济学专业
4110,乌眉宁,2016080313,3,经济学专业
4111,齐环欢,2016080314,3,经济学专业
4112,岑娴聪,2016080315,3,经济学专业
4113,荀纯婕,2016080316,3,经济学专业
4114,蒙聪滢,2016080317,3,经济学专业
4115,利露君,2016080318,3,经济学专业
4116,蒙婵艺,2016080319,3,经济学专业
4117,红琴岚,2016080320,3,经济学专业
4118,葛岚舒,2016080321,3,经济学专业
4119,韩馨舒,2016080322,3,经济学专业
4120,苗宜菲,2016080323,3,经济学专业
4121,褚柔亚,2016080324,3,经济学专业
4122,仇茗梅,2016080325,3,经济学专业
4123,李滢媛,2016080326,3,经济学专业
4124,贡羽琬,2016080327,3,经济学专业
4125,秋蕊颖,2016080328,3,经济学专业
4126,花珍丹,2016080329,3,经济学专业
4127,谢影荷,2016080330,3,经济学专业
4128,郁育枫,2016080331,3,经济学专业
4129,茹荔霄,2016080332,3,经济学专业
4130,卻影艺,2016080333,3,经济学专业
4131,姚霭妍,2016080334,3,经济学专业
4132,文锦露,2016080335,3,经济学专业
4133,怀珍寒,2016080336,3,经济学专业
4134,翁昭枝,2016080337,3,经济学专业
4135,勾凡欢,2016080338,3,经济学专业
4136,王宁芝,2016080339,3,经济学专业
4137,项雅香,2016080340,3,经济学专业
4138,芮菁莲,2016080341,3,经济学专业
4139,居琼凡,2016080342,3,经济学专业
4140,韶瑞蓓,2016080343,3,经济学专业
4141,胥凤娣,2016080344,3,经济学专业
4142,宗英芬,2016080345,3,经济学专业
4143,通蕊菁,2016080346,3,经济学专业
4144,仇欣育,2016080401,4,经济学专业
4145,甘仪菲,2016080402,4,经济学专业
4146,童锦冰,2016080403,4,经济学专业
4147,田莉翠,2016080404,4,经济学专业
4148,姬苑欣,2016080405,4,经济学专业
4149,阎菁彩,2016080406,4,经济学专业
4150,萧澜宜,2016080407,4,经济学专业
4151,蔡卿悦,2016080408,4,经济学专业
4152,封娴卿,2016080409,4,经济学专业
4153,夏枝淑,2016080410,4,经济学专业
4154,柏姣香,2016080411,4,经济学专业
4155,仲飘岚,2016080412,4,经济学专业
4156,丁冰莲,2016080413,4,经济学专业
4157,裴等艳,2016080414,4,经济学专业
4158,鄂桂琴,2016080415,4,经济学专业
4159,方雪亚,2016080416,4,经济学专业
4160,劳咏红,2016080417,4,经济学专业
4161,褚璧娟,2016080418,4,经济学专业
4162,石玉卿,2016080419,4,经济学专业
4163,松艺桂,2016080420,4,经济学专业
4164,弓琰芝,2016080421,4,经济学专业
4165,胥淑琳,2016080422,4,经济学专业
4166,干卿真,2016080423,4,经济学专业
4167,郁淑英,2016080424,4,经济学专业
4168,文可舒,2016080425,4,经济学专业
4169,汪瑶君,2016080426,4,经济学专业
4170,贡梅萍,2016080427,4,经济学专业
4171,红苑聪,2016080428,4,经济学专业
4172,双芳蕊,2016080429,4,经济学专业
4173,阎岚仪,2016080430,4,经济学专业
4174,阙美洁,2016080431,4,经济学专业
4175,萧珊荣,2016080432,4,经济学专业
4176,王妍娥,2016080433,4,经济学专业
4177,郎娅丹,2016080434,4,经济学专业
4178,邬秀娅,2016080435,4,经济学专业
4179,诸琴婷,2016080436,4,经济学专业
4180,伏昭芳,2016080437,4,经济学专业
4181,卻昭娅,2016080438,4,经济学专业
4182,容婷慧,2016080439,4,经济学专业
4183,蓟婵丹,2016080440,4,经济学专业
4184,张瑾筠,2016080441,4,经济学专业
4185,米凤舒,2016080442,4,经济学专业
4186,席韵雁,2016080443,4,经济学专业
4187,左悦霭,2016080444,4,经济学专业
4188,茹瑶育,2016080445,4,经济学专业
4189,慎馨凝,2016080446,4,经济学专业
4190,施聪伊,2016080447,4,经济学专业
4191,朱雪仪,2016080448,4,经济学专业
4192,寿荣妍,2016080449,4,经济学专业
4193,叶晶玲,2016080450,4,经济学专业
4194,萧蓓华,2016080501,5,经济学专业
4195,颜怡芝,2016080502,5,经济学专业
4196,苍惠娜,2016080503,5,经济学专业
4197,居聪燕,2016080504,5,经济学专业
4198,房婵宜,2016080505,5,经济学专业
4199,余琬真,2016080506,5,经济学专业
4200,戴希馥,2016080507,5,经济学专业
4201,充薇冰,2016080508,5,经济学专业
4202,姜珠馨,2016080509,5,经济学专业
4203,孔妹君,2016080510,5,经济学专业
4204,沃娣欣,2016080511,5,经济学专业
4205,乜凡丽,2016080512,5,经济学专业
4206,宰霄昭,2016080513,5,经济学专业
4207,倪馨育,2016080514,5,经济学专业
4208,晏琰英,2016080515,5,经济学专业
4209,谭凡霭,2016080516,5,经济学专业
4210,常等春,2016080517,5,经济学专业
4211,慕云凤,2016080518,5,经济学专业
4212,巩婵慧,2016080519,5,经济学专业
4213,荣彩惠,2016080520,5,经济学专业
4214,皮艳佳,2016080521,5,经济学专业
4215,董璐蓓,2016080522,5,经济学专业
4216,温凤颖,2016080523,5,经济学专业
4217,沃秋聪,2016080524,5,经济学专业
4218,乐芸瑾,2016080525,5,经济学专业
4219,姚毓芬,2016080526,5,经济学专业
4220,荣艳君,2016080527,5,经济学专业
4221,蓬青亚,2016080528,5,经济学专业
4222,景春翠,2016080529,5,经济学专业
4223,廖洁卿,2016080530,5,经济学专业
4224,古纨瑞,2016080531,5,经济学专业
4225,怀玲宁,2016080532,5,经济学专业
4226,霍环凝,2016080533,5,经济学专业
4227,邵宁婵,2016080534,5,经济学专业
4228,康瑶嘉,2016080535,5,经济学专业
4229,易蓓融,2016080536,5,经济学专业
4230,农昭琼,2016080537,5,经济学专业
4231,融伊淑,2016080538,5,经济学专业
4232,骆雪莎,2016080539,5,经济学专业
4233,皮霄芳,2016080540,5,经济学专业
4234,羿霄滢,2016080541,5,经济学专业
4235,乐瑗莉,2016080542,5,经济学专业
4236,金岚燕,2016080543,5,经济学专业
4237,燕菲等,2016080544,5,经济学专业
4238,舒纯影,2016080545,5,经济学专业
4239,汪璧雅,2016080546,5,经济学专业
4240,武菲霭,2016080547,5,经济学专业
4241,祖璧惠,2016080548,5,经济学专业
4242,边芸竹,2016080549,5,经济学专业
4243,查娣婷,2017080301,3,经济学专业
4244,管翠月,2017080302,3,经济学专业
4245,仇巧洁,2017080303,3,经济学专业
4246,晏惠伊,2017080304,3,经济学专业
4247,汲澜苑,2017080305,3,经济学专业
4248,昝薇姣,2017080306,3,经济学专业
4249,沙琼舒,2017080307,3,经济学专业
4250,胡荣悦,2017080308,3,经济学专业
4251,谷瑶贞,2017080309,3,经济学专业
4252,臧燕珊,2017080310,3,经济学专业
4253,阚珍园,2017080311,3,经济学专业
4254,牛茜美,2017080312,3,经济学专业
4255,安雁春,2017080313,3,经济学专业
4256,牧琼芝,2017080314,3,经济学专业
4257,缪琰香,2017080315,3,经济学专业
4258,乌锦香,2017080316,3,经济学专业
4259,戴春莺,2017080317,3,经济学专业
4260,屈华璐,2017080318,3,经济学专业
4261,卓姣艺,2017080319,3,经济学专业
4262,后芬荣,2017080320,3,经济学专业
4263,陆希莲,2017080321,3,经济学专业
4264,萧影芳,2017080322,3,经济学专业
4265,宁凤融,2017080323,3,经济学专业
4266,松莉菁,2017080324,3,经济学专业
4267,查亚巧,2017080325,3,经济学专业
4268,宫琴影,2017080326,3,经济学专业
4269,潘妹霭,2017080327,3,经济学专业
4270,牧枝欢,2017080328,3,经济学专业
4271,冉媛舒,2017080329,3,经济学专业
4272,童嘉瑶,2017080330,3,经济学专业
4273,郗淑惠,2017080331,3,经济学专业
4274,樊眉融,2017080332,3,经济学专业
4275,松丽华,2017080333,3,经济学专业
4276,曲秋雅,2017080334,3,经济学专业
4277,仇育澜,2017080335,3,经济学专业
4278,朱梦秀,2017080336,3,经济学专业
4279,孙凝蓓,2017080337,3,经济学专业
4280,鲁琬珍,2017080338,3,经济学专业
4281,靳锦茜,2017080339,3,经济学专业
4282,路爱琳,2017080340,3,经济学专业
4283,滕惠苑,2017080341,3,经济学专业
4284,祝香菲,2017080342,3,经济学专业
4285,谷欢芸,2017080343,3,经济学专业
4286,劳惠琳,2017080344,3,经济学专业
4287,姜芬佳,2017080345,3,经济学专业
4288,卜露茗,2017080346,3,经济学专业
